Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
MBL1P	10q22.3	4.45	4.33	1.65	1.60	0.12	0.628	0.828	(A) Black or African American
CUL9	6p21.1	9.43	9.39	0.63	0.63	0.05	0.628	0.828	(A) Black or African American
ATP13A3	3q29	11.05	11.10	0.75	0.71	-0.05	0.629	0.828	(B) White
TCIM	8p11.21	12.15	12.04	1.53	1.63	0.11	0.629	0.828	(A) Black or African American
MALT1	18q21.32	8.84	8.89	0.73	0.59	-0.05	0.629	0.828	(B) White
TUBB6	18p11.21	10.01	10.07	0.84	0.87	-0.06	0.629	0.828	(B) White
PLEC	8q24.3	13.31	13.24	0.86	1.02	0.06	0.629	0.828	(A) Black or African American
NQO1	16q22.1	11.91	11.78	1.75	1.77	0.13	0.629	0.828	(A) Black or African American
IK	5q31.3	10.74	10.77	0.45	0.38	-0.03	0.629	0.828	(B) White
OCA2	15q12-q13.1	2.67	2.52	2.17	2.01	0.15	0.629	0.828	(A) Black or African American
RP1	8q11.23-q12.1	4.48	4.31	2.47	2.25	0.18	0.629	0.828	(A) Black or African American
BCKDK	16p11.2	10.36	10.33	0.50	0.49	0.04	0.629	0.829	(A) Black or African American
BIRC6	2p22.3	10.76	10.81	0.58	0.53	-0.04	0.629	0.829	(B) White
LMNB2	19p13.3	10.56	10.52	0.63	0.80	0.05	0.630	0.829	(A) Black or African American
CPLX2	5q35.2	3.22	2.92	4.18	3.58	0.29	0.630	0.829	(A) Black or African American
MRM3	17p13.3	8.06	8.02	0.58	0.53	0.04	0.630	0.829	(A) Black or African American
ZNF181	19q13.11	7.31	7.35	0.57	0.57	-0.04	0.630	0.829	(B) White
KRT14	17q21.2	3.24	3.44	2.70	2.78	-0.19	0.630	0.829	(B) White
PRO0628	20q12	1.22	1.16	0.83	0.90	0.06	0.630	0.829	(A) Black or African American
ZFP14	19q13.12	7.24	7.29	0.71	0.61	-0.05	0.630	0.829	(B) White
TRAPPC4	11q23.3	9.69	9.73	0.53	0.50	-0.04	0.630	0.829	(B) White
LOC148709	1q32.1	3.54	3.43	1.52	1.44	0.11	0.630	0.829	(A) Black or African American
RNASE1	14q11.2	12.79	12.90	1.59	1.55	-0.11	0.630	0.829	(B) White
SCN3A	2q24.3	3.82	3.98	2.28	2.28	-0.16	0.630	0.829	(B) White
PRR13	12q13.13	11.33	11.37	0.54	0.50	-0.04	0.630	0.829	(B) White
MKRN1	7q34	11.51	11.47	0.44	0.38	0.03	0.630	0.829	(A) Black or African American
NANS	9q22.33	10.16	10.11	0.70	0.62	0.05	0.631	0.829	(A) Black or African American
ZNF12	7p22.1	9.52	9.49	0.49	0.48	0.03	0.631	0.829	(A) Black or African American
GTPBP1	22q13.1	10.34	10.37	0.46	0.49	-0.03	0.631	0.829	(B) White
CD48	1q23.3	8.29	8.39	1.45	1.30	-0.10	0.631	0.830	(B) White
ACAA1	3p22.2	10.00	10.04	0.60	0.61	-0.04	0.631	0.830	(B) White
MIRLET7BHG	22q13.31	4.57	4.65	1.01	1.23	-0.07	0.631	0.830	(B) White
NLRP7	19q13.42	3.33	3.23	1.41	1.62	0.10	0.631	0.830	(A) Black or African American
NFU1	2p13.3	9.06	9.02	0.54	0.52	0.04	0.631	0.830	(A) Black or African American
KRT7	12q13.13	13.35	13.44	1.39	1.28	-0.10	0.631	0.830	(B) White
MICU2	13q12.11	9.53	9.50	0.43	0.50	0.03	0.631	0.830	(A) Black or African American
LRRC34	3q26.2	6.09	6.01	1.03	1.01	0.07	0.631	0.830	(A) Black or African American
LRRTM2	5q31.2	2.58	2.49	1.20	1.08	0.08	0.631	0.830	(A) Black or African American
GOT2	16q21	10.92	10.89	0.45	0.51	0.03	0.631	0.830	(A) Black or African American
CSNK1G1	15q22.31	9.05	9.09	0.59	0.50	-0.04	0.632	0.830	(B) White
LIMS2	2q14.3	8.02	8.10	1.15	1.01	-0.08	0.632	0.830	(B) White
SLC16A12	10q23.31	4.84	4.69	2.20	2.05	0.16	0.632	0.830	(A) Black or African American
OR2T33	1q44	0.03	0.04	0.14	0.21	-0.01	0.632	0.831	(B) White
ZNF548	19q13.43	7.87	7.83	0.56	0.57	0.04	0.632	0.831	(A) Black or African American
C1ORF112	1q24.2	7.57	7.51	0.82	0.78	0.06	0.632	0.831	(A) Black or African American
SLC9A2	2q12.1	4.06	3.88	2.49	2.43	0.18	0.632	0.831	(A) Black or African American
CRYGD	2q33.3	0.06	0.04	0.19	0.38	0.02	0.632	0.831	(A) Black or African American
TNK1	17p13.1	7.97	8.02	0.71	0.64	-0.05	0.632	0.831	(B) White
CELF1	11p11.2	10.87	10.82	0.59	0.52	0.04	0.633	0.831	(A) Black or African American
RASAL1	12q24.13	6.88	6.74	1.91	1.75	0.13	0.633	0.831	(A) Black or African American
TMEM217	6p21.2	4.67	4.76	1.18	0.97	-0.08	0.633	0.831	(B) White
KMT2E	7q22.3	10.66	10.70	0.54	0.52	-0.04	0.633	0.831	(B) White
NUSAP1	15q15.1	8.84	8.92	1.15	1.11	-0.08	0.633	0.831	(B) White
GLYATL3	6p12.3	0.45	0.36	1.18	1.14	0.08	0.633	0.831	(A) Black or African American
TMEM8A	16p13.3	11.42	11.37	0.70	0.63	0.05	0.633	0.831	(A) Black or African American
TMEM106C	12q13.11	10.49	10.44	0.84	0.79	0.06	0.633	0.831	(A) Black or African American
DNAH3	16p12.3	5.86	5.72	1.99	1.93	0.14	0.633	0.831	(A) Black or African American
BMP5	6p12.1	6.38	6.22	2.27	2.04	0.16	0.633	0.831	(A) Black or African American
SRGAP2	1q32.1	9.76	9.72	0.54	0.67	0.04	0.633	0.831	(A) Black or African American
MAPT	17q21.31	5.42	5.30	1.76	1.66	0.12	0.633	0.831	(A) Black or African American
LINC00964	8q24.13	2.50	2.61	1.67	1.80	-0.12	0.633	0.831	(B) White
USP39	2p11.2	10.35	10.32	0.46	0.41	0.03	0.633	0.831	(A) Black or African American
HOXB7	17q21.32	6.87	7.00	1.76	1.81	-0.13	0.633	0.831	(B) White
MYL10	7q22.1	0.06	0.04	0.21	0.33	0.02	0.633	0.831	(A) Black or African American
TSTD1	1q23.3	9.53	9.47	0.83	0.97	0.06	0.633	0.831	(A) Black or African American
NAXD	13q34	9.86	9.80	0.75	0.64	0.05	0.633	0.831	(A) Black or African American
SUDS3	12q24.23	10.15	10.19	0.57	0.55	-0.04	0.633	0.831	(B) White
ALDH3A2	17p11.2	11.52	11.60	1.14	1.10	-0.08	0.633	0.831	(B) White
MAB21L2	4q31.3	0.57	0.52	0.80	0.54	0.06	0.634	0.831	(A) Black or African American
ZFP37	9q32	5.26	5.18	1.14	1.14	0.08	0.634	0.831	(A) Black or African American
CMAS	12p12.1	9.62	9.55	0.97	0.65	0.07	0.634	0.831	(A) Black or African American
CDH20	18q21.33	1.68	1.81	1.84	1.67	-0.13	0.634	0.831	(B) White
YARS	1p35.1	11.29	11.26	0.43	0.42	0.03	0.634	0.831	(A) Black or African American
OR52A1	11p15.4	0.01	0.00	0.07	0.06	0.00	0.634	0.831	(A) Black or African American
GIMAP5	7q36.1	8.49	8.58	1.22	1.03	-0.08	0.634	0.831	(B) White
SP100	2q37.1	10.74	10.77	0.54	0.57	-0.04	0.634	0.831	(B) White
ESF1	20p12.1	8.58	8.53	0.71	0.60	0.05	0.634	0.831	(A) Black or African American
TMEM104	17q25.1	9.35	9.39	0.52	0.51	-0.04	0.634	0.831	(B) White
MTIF3	13q12.2	9.04	9.08	0.47	0.47	-0.03	0.634	0.831	(B) White
PSMA8	18q11.2	0.82	0.74	1.10	0.89	0.08	0.634	0.831	(A) Black or African American
S100A7A	1q21.3	0.48	0.55	1.04	1.45	-0.08	0.634	0.831	(B) White
PLA2G1B	12q24.31	3.93	4.11	2.62	2.57	-0.18	0.634	0.831	(B) White
CLASP1	2q14.2-q14.3	10.33	10.29	0.54	0.46	0.04	0.634	0.832	(A) Black or African American
FZD10	12q24.33	4.80	4.60	2.78	2.32	0.19	0.635	0.832	(A) Black or African American
NKAIN1	1p35.2	2.70	2.84	2.03	1.90	-0.14	0.635	0.832	(B) White
DEFB103A	8p23.1	0.24	0.18	0.94	0.66	0.06	0.635	0.832	(A) Black or African American
GDAP2	1p12	8.63	8.66	0.44	0.44	-0.03	0.635	0.832	(B) White
ESRG	3p14.3|3p14.3	0.31	0.27	0.54	0.66	0.04	0.635	0.832	(A) Black or African American
RAB28	4p15.33	8.15	8.18	0.42	0.42	-0.03	0.635	0.832	(B) White
LILRB1	19q13.42	7.35	7.43	1.21	1.21	-0.09	0.635	0.832	(B) White
LMLN	3q29	8.45	8.40	0.66	0.67	0.05	0.635	0.832	(A) Black or African American
HELT	4q35.1	0.36	0.30	0.81	0.64	0.06	0.635	0.832	(A) Black or African American
NUP43	6q25.1	9.24	9.21	0.44	0.45	0.03	0.635	0.832	(A) Black or African American
C12ORF66	12q14.2	6.98	6.94	0.68	0.61	0.05	0.636	0.833	(A) Black or African American
SPATA16	3q26.31	0.14	0.10	0.54	0.36	0.04	0.636	0.833	(A) Black or African American
TNNC1	3p21.1	5.77	5.92	2.20	1.97	-0.15	0.636	0.833	(B) White
NTRK1	1q23.1	2.78	2.87	1.17	1.26	-0.08	0.636	0.833	(B) White
TXN2	22q12.3	10.34	10.31	0.41	0.52	0.03	0.636	0.833	(A) Black or African American
MELK	9p13.2	7.74	7.63	1.55	1.56	0.11	0.636	0.833	(A) Black or African American
LRRIQ4	3q26.2	2.04	2.15	1.55	1.53	-0.11	0.636	0.833	(B) White
SNORA14A	7q11.23	0.02	0.01	0.13	0.07	0.01	0.636	0.833	(A) Black or African American
ELP3	8p21.1	9.35	9.31	0.66	0.56	0.05	0.636	0.833	(A) Black or African American
LRRC6	8q24.22	5.54	5.44	1.42	1.49	0.10	0.637	0.833	(A) Black or African American
GPSM2	1p13.3	8.91	8.85	0.87	0.82	0.06	0.637	0.833	(A) Black or African American
CIAPIN1	16q21	9.81	9.85	0.51	0.46	-0.04	0.637	0.834	(B) White
CDKN3	14q22.2	6.70	6.81	1.61	1.45	-0.11	0.637	0.834	(B) White
PAK3	Xq23	2.79	2.94	2.08	2.28	-0.15	0.637	0.834	(B) White
FAM110B	8q12.1	5.99	6.07	1.11	1.20	-0.08	0.637	0.834	(B) White
ORC1	1p32.3	6.79	6.69	1.43	1.29	0.10	0.637	0.834	(A) Black or African American
GORASP2	2q31.1	11.72	11.69	0.49	0.40	0.03	0.638	0.834	(A) Black or African American
PADI4	1p36.13	1.70	1.61	1.22	1.11	0.08	0.638	0.834	(A) Black or African American
HARBI1	11p11.2	6.29	6.33	0.51	0.48	-0.04	0.638	0.834	(B) White
HLA-DOA	6p21.32	9.92	10.02	1.35	1.45	-0.10	0.638	0.834	(B) White
LCN9	9q34.3	0.04	0.02	0.29	0.23	0.02	0.638	0.834	(A) Black or African American
RPS4X	Xq13.1	14.66	14.61	0.66	0.69	0.05	0.638	0.834	(A) Black or African American
KIZ	20p11.23	7.46	7.41	0.71	0.57	0.05	0.638	0.834	(A) Black or African American
DCLRE1B	1p13.2	7.99	7.95	0.58	0.56	0.04	0.638	0.834	(A) Black or African American
TLE4	9q21.31	8.14	8.22	1.09	0.93	-0.08	0.638	0.834	(B) White
TCEAL2	Xq22.1	3.32	3.45	1.79	1.60	-0.12	0.638	0.834	(B) White
CCL20	2q36.3	8.07	7.92	2.14	2.30	0.15	0.638	0.834	(A) Black or African American
SPOCD1	1p35.2	6.97	6.85	1.68	1.53	0.12	0.638	0.834	(A) Black or African American
NHLRC2	10q25.3	6.96	7.01	0.79	0.75	-0.05	0.638	0.834	(B) White
KRT19	17q21.2	13.45	13.56	1.56	1.19	-0.11	0.638	0.834	(B) White
ILDR2	1q24.1	1.68	1.78	1.45	1.29	-0.10	0.638	0.834	(B) White
ZNF622	5p15.1	9.61	9.57	0.63	0.51	0.04	0.638	0.834	(A) Black or African American
ARL11	13q14.2	6.33	6.42	1.26	1.05	-0.09	0.639	0.835	(B) White
RMND5B	5q35.3	9.22	9.26	0.52	0.48	-0.04	0.639	0.835	(B) White
EPHA7	6q16.1	3.47	3.32	2.21	2.32	0.15	0.639	0.835	(A) Black or African American
NHP2	5q35.3	10.31	10.26	0.65	0.61	0.04	0.639	0.835	(A) Black or African American
CNOT2	12q15	10.29	10.33	0.64	0.45	-0.04	0.639	0.835	(B) White
TIAM1	21q22.11	7.58	7.66	1.19	1.21	-0.08	0.639	0.835	(B) White
C17ORF78	17q12	0.48	0.44	0.56	0.62	0.04	0.639	0.835	(A) Black or African American
CHRNB4	15q25.1	2.31	2.42	1.63	1.43	-0.11	0.639	0.835	(B) White
ACKR2	3p22.1	5.64	5.78	1.97	1.92	-0.14	0.639	0.835	(B) White
RAB17	2q37.3	9.02	8.94	1.12	0.92	0.08	0.639	0.835	(A) Black or African American
STARD7	2q11.2	11.73	11.76	0.45	0.37	-0.03	0.639	0.835	(B) White
VPS37A	8p22	9.43	9.48	0.63	0.72	-0.04	0.639	0.835	(B) White
SNAPC2	19p13.2	8.55	8.51	0.63	0.60	0.04	0.639	0.835	(A) Black or African American
HECTD3	1p34.1	10.24	10.20	0.53	0.40	0.04	0.639	0.835	(A) Black or African American
HCAR1	12q24.31	5.39	5.55	2.20	2.34	-0.15	0.639	0.835	(B) White
NXPE1	11q23.2	0.26	0.23	0.46	0.58	0.03	0.639	0.835	(A) Black or African American
FKBP9P1	7p11.2	5.89	5.95	0.87	1.10	-0.06	0.639	0.835	(B) White
SMIM24	19p13.3	3.31	3.14	2.39	2.31	0.17	0.640	0.835	(A) Black or African American
ZNF575	19q13.31	4.78	4.82	0.67	0.61	-0.05	0.640	0.835	(B) White
ITK	5q33.3	7.09	7.00	1.36	1.40	0.09	0.640	0.835	(A) Black or African American
FAM83A	8q24.13	9.92	10.08	2.30	2.13	-0.16	0.640	0.835	(B) White
ZNF280D	15q21.3	8.93	8.90	0.46	0.49	0.03	0.640	0.835	(A) Black or African American
SVIL	10p11.23	10.71	10.77	0.84	0.77	-0.06	0.640	0.835	(B) White
BPIFC	22q12.3	0.29	0.33	0.62	0.65	-0.04	0.640	0.835	(B) White
GBF1	10q24.32	11.19	11.16	0.51	0.50	0.04	0.640	0.835	(A) Black or African American
GNAL	18p11.21	5.62	5.54	1.18	1.40	0.08	0.640	0.835	(A) Black or African American
OR7G3	19p13.2	0.01	0.01	0.09	0.08	0.01	0.640	0.835	(A) Black or African American
CRELD1	3p25.3	9.50	9.45	0.75	0.66	0.05	0.640	0.835	(A) Black or African American
CYP3A5	7q22.1	4.86	4.69	2.31	2.46	0.16	0.640	0.835	(A) Black or African American
DPY19L2	12q14.2	3.96	3.86	1.29	1.62	0.09	0.640	0.835	(A) Black or African American
CD86	3q13.33	8.26	8.33	1.01	1.10	-0.07	0.640	0.835	(B) White
CEP85L	6q22.31	4.93	4.85	1.12	0.96	0.08	0.640	0.835	(A) Black or African American
EVA1C	21q22.11	8.42	8.51	1.30	1.34	-0.09	0.640	0.835	(B) White
CACNG5	17q24.2	0.25	0.20	0.69	0.60	0.05	0.640	0.835	(A) Black or African American
SHF	15q21.1	6.96	7.05	1.32	1.21	-0.09	0.641	0.835	(B) White
DNAL1	14q24.3	8.55	8.59	0.57	0.56	-0.04	0.641	0.835	(B) White
HCG4B	6p22.1	2.81	2.90	1.32	1.08	-0.09	0.641	0.835	(B) White
AICDA	12p13.31	1.77	1.66	1.50	1.33	0.10	0.641	0.835	(A) Black or African American
FAXDC2	5q33.2	9.00	9.11	1.54	1.61	-0.11	0.641	0.836	(B) White
RNASE8	14q11.2	0.03	0.02	0.13	0.14	0.01	0.641	0.836	(A) Black or African American
MARVELD3	16q22.2	8.25	8.19	0.78	0.86	0.05	0.641	0.836	(A) Black or African American
CNPY3	6p21.1	10.72	10.69	0.49	0.46	0.03	0.641	0.836	(A) Black or African American
TMEM212	3q26.31	2.05	1.90	2.23	1.97	0.15	0.641	0.836	(A) Black or African American
FMO4	1q24.3	6.01	6.09	1.13	1.07	-0.08	0.641	0.836	(B) White
SIVA1	14q32.33	10.14	10.09	0.73	0.69	0.05	0.641	0.836	(A) Black or African American
PKP1	1q32.1	7.17	6.96	3.02	3.03	0.21	0.641	0.836	(A) Black or African American
DND1	5q31.3	6.42	6.38	0.57	0.60	0.04	0.641	0.836	(A) Black or African American
C22ORF42	22q12.3	0.04	0.02	0.23	0.17	0.02	0.642	0.836	(A) Black or African American
RAP1GAP	1p36.12	10.07	10.19	1.65	1.74	-0.11	0.642	0.836	(B) White
GRHPR	9p13.2	10.23	10.26	0.45	0.48	-0.03	0.642	0.836	(B) White
C11ORF74	11p12	7.15	7.09	0.87	0.72	0.06	0.642	0.836	(A) Black or African American
ANKRD52	12q13.3	10.33	10.28	0.68	0.68	0.05	0.642	0.836	(A) Black or African American
CCN1	1p22.3	11.60	11.51	1.31	1.20	0.09	0.642	0.836	(A) Black or African American
ZNF550	19q13.43	7.47	7.52	0.74	0.78	-0.05	0.642	0.836	(B) White
ANP32D	12q13.11	0.32	0.36	0.52	0.51	-0.04	0.642	0.836	(B) White
AOC1	7q36.1	7.42	7.64	3.22	2.89	-0.22	0.642	0.836	(B) White
ZNF566	19q13.12	7.31	7.27	0.63	0.61	0.04	0.642	0.836	(A) Black or African American
COBL	7p12.1	8.75	8.87	1.71	1.68	-0.12	0.642	0.836	(B) White
SLAMF1	1q23.3	5.65	5.74	1.45	1.27	-0.10	0.642	0.836	(B) White
RMND5A	2p11.2	10.08	10.12	0.52	0.52	-0.04	0.642	0.836	(B) White
DGCR5	22q11.21	6.53	6.38	2.21	1.90	0.15	0.642	0.836	(A) Black or African American
TNXB	6p21.33-p21.32	8.78	8.90	1.71	1.62	-0.12	0.642	0.836	(B) White
MARS2	2q33.1	7.71	7.67	0.71	0.55	0.05	0.642	0.836	(A) Black or African American
ACOXL	2q13	4.69	4.82	1.82	1.94	-0.13	0.642	0.836	(B) White
ANKRD46	8q22.3	8.61	8.57	0.64	0.68	0.04	0.642	0.836	(A) Black or African American
AIFM3	22q11.21	5.00	4.88	1.78	1.44	0.12	0.642	0.836	(A) Black or African American
WNT4	1p36.12	6.30	6.19	1.59	1.88	0.11	0.642	0.836	(A) Black or African American
SLC38A8	16q23.3	1.02	0.90	1.75	1.73	0.12	0.643	0.836	(A) Black or African American
FOSL2	2p23.2	10.87	10.81	0.82	0.86	0.06	0.643	0.836	(A) Black or African American
TBC1D19	4p15.2	6.33	6.36	0.55	0.72	-0.04	0.643	0.836	(B) White
GARNL3	9q33.3	5.45	5.51	0.90	1.02	-0.06	0.643	0.836	(B) White
MSLN	16p13.3	10.85	10.62	3.15	3.71	0.22	0.643	0.836	(A) Black or African American
SSX8P	Xp11.22	0.14	0.10	0.56	0.49	0.04	0.643	0.836	(A) Black or African American
CLIC3	9q34.3	7.53	7.66	1.83	1.72	-0.13	0.643	0.836	(B) White
HNRNPUL2	11q12.3	11.39	11.43	0.60	0.53	-0.04	0.643	0.836	(B) White
GPR35	2q37.3	6.60	6.47	1.77	1.81	0.12	0.643	0.836	(A) Black or African American
GNL1	6p21.33	10.23	10.26	0.47	0.49	-0.03	0.643	0.836	(B) White
WFS1	4p16.1	10.18	10.23	0.70	0.73	-0.05	0.643	0.836	(B) White
R3HDML	20q13.12	1.25	1.16	1.31	1.25	0.09	0.643	0.836	(A) Black or African American
CGAS	6q13	6.72	6.79	0.96	0.94	-0.07	0.643	0.836	(B) White
M1AP	2p13.1	3.20	3.29	1.38	1.38	-0.09	0.643	0.836	(B) White
NTF3	12p13.31	2.96	3.06	1.50	1.42	-0.10	0.644	0.837	(B) White
LINS1	15q26.3	7.79	7.76	0.47	0.49	0.03	0.644	0.837	(A) Black or African American
LSS	21q22.3	10.12	10.07	0.68	0.68	0.05	0.644	0.837	(A) Black or African American
KCNK18	10q25.3	0.02	0.01	0.11	0.08	0.01	0.644	0.837	(A) Black or African American
DSPP	4q22.1	0.31	0.27	0.49	0.49	0.03	0.644	0.837	(A) Black or African American
FAM155B	Xq13.1	5.22	5.09	1.87	1.98	0.13	0.644	0.837	(A) Black or African American
CEACAM3	19q13.2	2.65	2.73	1.25	1.22	-0.09	0.644	0.837	(B) White
ZZEF1	17p13.2	10.01	9.97	0.66	0.65	0.05	0.644	0.837	(A) Black or African American
C20ORF173	20q11.22	0.06	0.05	0.22	0.17	0.01	0.644	0.837	(A) Black or African American
IAPP	12p12.1	0.36	0.30	1.01	0.73	0.07	0.645	0.838	(A) Black or African American
CYP4Z2P	1p33	1.47	1.57	1.44	1.45	-0.10	0.645	0.838	(B) White
S100A9	1q21.3	10.84	10.98	2.04	2.16	-0.14	0.645	0.838	(B) White
PHEX	Xp22.11	3.12	3.23	1.52	1.54	-0.10	0.645	0.838	(B) White
PDCL2	4q12	0.37	0.30	0.98	0.93	0.07	0.645	0.838	(A) Black or African American
TBC1D1	4p14	9.47	9.53	0.88	0.81	-0.06	0.645	0.838	(B) White
DDX11	12p11.21	9.00	8.92	1.19	0.96	0.08	0.645	0.838	(A) Black or African American
GNE	9p13.3	9.10	9.05	0.76	0.70	0.05	0.645	0.838	(A) Black or African American
CC2D2A	4p15.32	8.10	8.04	0.88	0.87	0.06	0.645	0.838	(A) Black or African American
GRAP	17p11.2	7.38	7.31	0.89	0.88	0.06	0.645	0.838	(A) Black or African American
EOGT	3p14.1	8.91	8.87	0.58	0.58	0.04	0.645	0.838	(A) Black or African American
RBBP6	16p12.1	10.17	10.14	0.42	0.43	0.03	0.645	0.838	(A) Black or African American
SLC38A7	16q21	8.14	8.11	0.53	0.64	0.04	0.646	0.838	(A) Black or African American
SBF2	11p15.4	8.85	8.91	0.92	0.89	-0.06	0.646	0.838	(B) White
DYNC1LI1	3p22.3	9.43	9.46	0.42	0.38	-0.03	0.646	0.838	(B) White
HIST1H2BK	6p22.1	10.45	10.37	1.15	1.08	0.08	0.646	0.838	(A) Black or African American
GNLY	2p11.2	7.03	6.92	1.58	1.83	0.11	0.646	0.838	(A) Black or African American
NSUN7	4p14	7.63	7.57	0.92	1.05	0.06	0.646	0.839	(A) Black or African American
CCDC92	12q24.31	9.83	9.78	0.68	0.57	0.05	0.646	0.839	(A) Black or African American
SPIN3	Xp11.21	7.66	7.71	0.89	0.66	-0.06	0.646	0.839	(B) White
WAS	Xp11.23	8.15	8.08	0.99	1.04	0.07	0.646	0.839	(A) Black or African American
ELMO2	20q13.12	9.97	9.94	0.47	0.44	0.03	0.646	0.839	(A) Black or African American
ZNF503	10q22.2	8.95	8.89	0.89	0.94	0.06	0.646	0.839	(A) Black or African American
SH3KBP1	Xp22.12	10.25	10.29	0.66	0.64	-0.04	0.646	0.839	(B) White
EAPP	14q13.1	9.70	9.65	0.64	0.63	0.04	0.647	0.839	(A) Black or African American
SERTM1	13q13.3	1.73	1.87	2.10	1.81	-0.14	0.647	0.839	(B) White
SPAG1	8q22.2	8.38	8.31	0.91	0.97	0.06	0.647	0.839	(A) Black or African American
PRDM11	11p11.2	3.94	3.88	0.86	0.87	0.06	0.647	0.839	(A) Black or African American
SNAP47	1q42.13	9.55	9.53	0.34	0.40	0.02	0.647	0.839	(A) Black or African American
NDE1	16p13.11	8.97	8.93	0.57	0.68	0.04	0.647	0.839	(A) Black or African American
GMPR	6p22.3	7.16	7.23	1.00	1.22	-0.07	0.647	0.839	(B) White
TRAM1L1	4q26	5.51	5.60	1.27	1.17	-0.09	0.647	0.839	(B) White
SPINK13	5q32	2.01	2.16	2.28	2.22	-0.15	0.647	0.839	(B) White
GCNT2	6p24.3-p24.2	9.22	9.28	0.79	0.77	-0.05	0.647	0.839	(B) White
MEIS2	15q14	7.52	7.45	0.98	0.89	0.07	0.647	0.839	(A) Black or African American
MRPS18A	6p21.1	9.58	9.61	0.55	0.56	-0.04	0.647	0.839	(B) White
GDF1	19p13.11	1.29	1.37	1.10	1.47	-0.08	0.647	0.839	(B) White
TAF1D	11q21	9.46	9.43	0.44	0.57	0.03	0.647	0.839	(A) Black or African American
ATPSCKMT	5p15.2	8.08	8.12	0.67	0.61	-0.04	0.647	0.839	(B) White
EPS15L1	19p13.11	9.40	9.37	0.45	0.39	0.03	0.648	0.839	(A) Black or African American
PLA2G4A	1q31.1	8.97	9.11	2.09	1.88	-0.14	0.648	0.839	(B) White
OVCH1	12p11.22	0.94	1.01	1.05	1.25	-0.07	0.648	0.839	(B) White
OSBPL9	1p32.3	11.01	11.04	0.42	0.47	-0.03	0.648	0.839	(B) White
OR4N2	14q11.2	0.05	0.04	0.21	0.21	0.01	0.648	0.839	(A) Black or African American
GOLGA6A	15q24.1	0.29	0.32	0.48	0.52	-0.03	0.648	0.839	(B) White
RPL22L1	3q26.2	8.97	8.91	0.88	1.02	0.06	0.648	0.839	(A) Black or African American
CKS1B	1q21.3	9.59	9.52	0.94	0.94	0.06	0.648	0.839	(A) Black or African American
MED28	4p15.32	9.12	9.16	0.57	0.57	-0.04	0.648	0.839	(B) White
FGFR4	5q35.2	7.41	7.30	1.56	1.86	0.11	0.648	0.840	(A) Black or African American
DCLK3	3p22.2	2.82	2.76	0.94	1.18	0.07	0.648	0.840	(A) Black or African American
CACNB1	17q12	8.02	8.13	1.55	1.27	-0.10	0.648	0.840	(B) White
TMEM218	11q24.2	7.95	7.91	0.66	0.57	0.04	0.648	0.840	(A) Black or African American
SLC26A5	7q22.1	2.41	2.29	1.76	1.65	0.12	0.648	0.840	(A) Black or African American
C12ORF65	12q24.31	8.65	8.69	0.58	0.54	-0.04	0.649	0.840	(B) White
MIR9-3HG	15q26.1	4.64	4.78	2.14	1.99	-0.14	0.649	0.840	(B) White
SRPRA	11q24.2	12.11	12.14	0.46	0.45	-0.03	0.649	0.840	(B) White
CCR9	3p21.31	1.50	1.58	1.19	1.27	-0.08	0.649	0.840	(B) White
GSG1	12p13.1	0.50	0.45	0.90	0.69	0.06	0.649	0.840	(A) Black or African American
EVC	4p16.2	8.73	8.77	0.67	0.84	-0.05	0.649	0.840	(B) White
ZNFX1	20q13.13	10.88	10.92	0.56	0.63	-0.04	0.649	0.840	(B) White
TINCR	19p13.3	4.48	4.58	1.52	1.89	-0.11	0.649	0.841	(B) White
KCNK9	8q24.3	1.85	1.72	1.84	1.96	0.13	0.650	0.841	(A) Black or African American
CWC22	2q31.3	9.30	9.28	0.36	0.33	0.02	0.650	0.841	(A) Black or African American
FOXO4	Xq13.1	8.52	8.47	0.76	0.64	0.05	0.650	0.841	(A) Black or African American
MEIS3	19q13.32	6.30	6.22	1.13	1.21	0.08	0.650	0.841	(A) Black or African American
PGBD3	10q11.23	6.53	6.57	0.52	0.51	-0.04	0.650	0.841	(B) White
SH3BP5L	1q44	9.73	9.76	0.38	0.47	-0.03	0.650	0.841	(B) White
SFXN2	10q24.32	8.12	8.07	0.64	0.77	0.04	0.650	0.841	(A) Black or African American
BRDT	1p22.1	3.34	3.11	3.39	3.51	0.23	0.650	0.841	(A) Black or African American
BICD1	12p11.21	6.65	6.72	0.95	1.01	-0.06	0.650	0.841	(B) White
ZC4H2	Xq11.2	6.31	6.40	1.35	1.17	-0.09	0.650	0.841	(B) White
PCYT1A	3q29	8.43	8.39	0.61	0.55	0.04	0.650	0.841	(A) Black or African American
CHODL-AS1	21q21.1	0.02	0.02	0.08	0.13	-0.01	0.650	0.841	(B) White
SLC17A2	6p22.2	0.07	0.11	0.48	0.49	-0.03	0.650	0.841	(B) White
MED6	14q24.2	8.58	8.61	0.53	0.44	-0.03	0.651	0.841	(B) White
RFTN2	2q33.1	5.53	5.47	0.92	0.95	0.06	0.651	0.841	(A) Black or African American
FAM90A7P	8p23.1	0.14	0.17	0.40	0.34	-0.03	0.651	0.842	(B) White
SCML4	6q21	5.13	5.04	1.38	1.43	0.09	0.651	0.842	(A) Black or African American
