Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
OR51F2	11p15.4	0.07	0.03	0.38	0.15	0.04	0.441	0.614	(A) Black or African American
GPR52	1q25.1	0.25	0.31	0.53	0.45	-0.06	0.441	0.614	(B) White
FAAP24	19q13.11	4.53	4.62	0.81	0.84	-0.09	0.441	0.614	(B) White
ALG3	3q27.1	9.31	9.23	0.68	0.70	0.08	0.441	0.614	(A) Black or African American
DPF1	19q13.2	0.98	0.86	1.10	0.94	0.12	0.441	0.614	(A) Black or African American
SHMT1	17p11.2	11.45	11.56	0.93	0.88	-0.11	0.441	0.614	(B) White
TTC5	14q11.2	7.76	7.82	0.51	0.54	-0.06	0.442	0.614	(B) White
PLOD3	7q22.1	11.13	11.21	0.65	0.62	-0.07	0.442	0.615	(B) White
MC5R	18p11.21	0.09	0.05	0.36	0.18	0.04	0.442	0.615	(A) Black or African American
CBWD3	9q21.11	7.64	7.55	0.85	0.93	0.10	0.442	0.615	(A) Black or African American
MYOZ2	4q26	1.22	1.08	1.28	0.85	0.14	0.442	0.615	(A) Black or African American
BRDTP1	Xq21.33	0.05	0.08	0.24	0.24	-0.03	0.442	0.615	(B) White
SNORA40	11q21	0.12	0.14	0.22	0.28	-0.03	0.442	0.615	(B) White
TTC23	15q26.3	8.57	8.52	0.46	0.42	0.05	0.442	0.615	(A) Black or African American
TSPAN5	4q23	5.57	5.77	1.79	1.30	-0.20	0.442	0.615	(B) White
ST3GAL5	2p11.2	8.17	8.27	0.94	0.73	-0.10	0.443	0.615	(B) White
KYAT1	9q34.11	7.22	7.31	0.76	0.74	-0.09	0.443	0.615	(B) White
AP2B1	17q12	12.42	12.47	0.45	0.35	-0.05	0.443	0.615	(B) White
HIGD2B	15q24.1	0.36	0.30	0.50	0.43	0.06	0.443	0.615	(A) Black or African American
RNF180	5q12.3	7.73	7.88	1.35	1.33	-0.15	0.443	0.616	(B) White
PRSS40A	2q21.1	0.22	0.29	0.64	0.48	-0.07	0.443	0.616	(B) White
SLCO1B7	12p12.2	0.01	0.03	0.10	0.24	-0.01	0.443	0.616	(B) White
RPS27A	2p16.1	12.97	13.03	0.52	0.54	-0.06	0.443	0.616	(B) White
LAMTOR1	11q13.4	10.88	10.84	0.35	0.46	0.04	0.443	0.616	(A) Black or African American
RANBP10	16q22.1	9.52	9.47	0.46	0.48	0.05	0.443	0.616	(A) Black or African American
TMED3	15q25.1	10.43	10.36	0.64	0.71	0.07	0.443	0.616	(A) Black or African American
LXN	3q25.32	8.83	8.90	0.63	0.57	-0.07	0.444	0.616	(B) White
PIGO	9p13.3	9.75	9.68	0.63	0.53	0.07	0.444	0.616	(A) Black or African American
REG3A	2p12	0.49	0.38	0.99	0.91	0.11	0.444	0.617	(A) Black or African American
SNAR-C3	19q13.33	0.01	0.00	0.05	0.03	0.01	0.444	0.617	(A) Black or African American
MAGEB6	Xp21.3	0.10	0.05	0.41	0.27	0.05	0.444	0.617	(A) Black or African American
SLC22A20P	11q13.1	1.66	1.56	0.84	0.99	0.10	0.444	0.617	(A) Black or African American
MYO7A	11q13.5	8.36	8.48	1.03	1.16	-0.12	0.444	0.617	(B) White
ING2	4q35.1	7.62	7.56	0.50	0.49	0.06	0.444	0.617	(A) Black or African American
ENPP6	4q35.1	3.34	3.51	1.50	1.37	-0.17	0.444	0.617	(B) White
GSE1	16q24.1	10.39	10.33	0.46	0.51	0.05	0.444	0.617	(A) Black or African American
OR1N2	9q33.2	0.14	0.08	0.58	0.24	0.06	0.445	0.617	(A) Black or African American
DHRS4-AS1	14q11.2	8.89	8.99	0.87	0.57	-0.09	0.445	0.617	(B) White
OLIG1	21q22.11	3.81	3.52	2.55	2.59	0.29	0.445	0.617	(A) Black or African American
CLDN12	7q21.13	9.79	9.86	0.63	0.53	-0.07	0.445	0.617	(B) White
IRS4	Xq22.3	0.23	0.15	0.68	0.73	0.08	0.445	0.617	(A) Black or African American
BRD3OS	9q34.2	9.57	9.52	0.44	0.45	0.05	0.445	0.617	(A) Black or African American
SCN3A	2q24.3	3.40	3.20	1.76	1.80	0.20	0.445	0.618	(A) Black or African American
EPB41L1	20q11.23	11.32	11.25	0.64	0.62	0.07	0.445	0.618	(A) Black or African American
KIAA2013	1p36.22	10.51	10.46	0.44	0.51	0.05	0.445	0.618	(A) Black or African American
NCF4	22q12.3	7.55	7.69	1.27	0.99	-0.14	0.445	0.618	(B) White
FABP2	4q26	0.54	0.64	0.91	0.73	-0.10	0.445	0.618	(B) White
SGCA	17q21.33	4.93	4.72	1.88	1.49	0.21	0.446	0.618	(A) Black or African American
SPTLC1	9q22.31	10.54	10.58	0.39	0.40	-0.04	0.446	0.618	(B) White
RCC2	1p36.13	10.92	10.98	0.52	0.57	-0.06	0.446	0.618	(B) White
ALOX5	10q11.21	9.32	9.47	1.37	1.35	-0.16	0.446	0.618	(B) White
PRDM4	12q23.3	9.83	9.88	0.46	0.44	-0.05	0.446	0.619	(B) White
IGF2BP2	3q27.2	5.53	5.29	2.16	2.07	0.24	0.446	0.619	(A) Black or African American
IRX1	5p15.33	2.67	2.45	2.02	1.36	0.22	0.446	0.619	(A) Black or African American
HOXC10	12q13.13	9.51	9.65	1.25	1.05	-0.14	0.446	0.619	(B) White
LOC727896	18p11.31	4.08	4.16	0.64	0.70	-0.07	0.446	0.619	(B) White
GKAP1	9q21.32	6.39	6.30	0.81	0.70	0.09	0.446	0.619	(A) Black or African American
TMEM39B	1p35.2	8.09	8.03	0.51	0.54	0.06	0.446	0.619	(A) Black or African American
OR2A9P	7q35	7.77	7.83	0.57	0.75	-0.07	0.447	0.619	(B) White
WNT8A	5q31.2	0.19	0.12	0.66	0.29	0.07	0.447	0.619	(A) Black or African American
ADH7	4q23	0.19	0.13	0.50	0.41	0.05	0.447	0.619	(A) Black or African American
SDCBP2	20p13	6.38	6.22	1.46	1.12	0.16	0.447	0.619	(A) Black or African American
RNF13	3q25.1	10.93	10.98	0.52	0.47	-0.06	0.447	0.619	(B) White
CRX	19q13.33	0.38	0.51	1.10	0.85	-0.12	0.447	0.619	(B) White
IL31RA	5q11.2	1.44	1.59	1.27	1.37	-0.15	0.447	0.619	(B) White
RASD2	22q12.3	7.74	7.92	1.68	1.10	-0.18	0.447	0.620	(B) White
TJP1	15q13.1	11.02	11.09	0.66	0.53	-0.07	0.447	0.620	(B) White
BRD2	6p21.32	12.12	12.07	0.46	0.47	0.05	0.447	0.620	(A) Black or African American
CPZ	4p16.1	5.02	4.75	2.38	2.42	0.27	0.447	0.620	(A) Black or African American
CYP1A2	15q24.1	0.65	0.46	1.71	1.27	0.19	0.447	0.620	(A) Black or African American
CRY1	12q23.3	8.69	8.61	0.77	0.57	0.08	0.447	0.620	(A) Black or African American
RELN	7q22.1	4.50	4.79	2.58	2.31	-0.29	0.447	0.620	(B) White
PPY	17q21.31	0.15	0.08	0.64	0.26	0.07	0.447	0.620	(A) Black or African American
CPS1-IT1	2q34	0.10	0.05	0.49	0.19	0.05	0.448	0.620	(A) Black or African American
RABGAP1L	1q25.1	7.79	7.89	0.90	0.51	-0.10	0.448	0.620	(B) White
UBE2Q2	15q24.2	9.87	9.81	0.48	0.53	0.05	0.448	0.620	(A) Black or African American
BASP1	5p15.1	8.00	8.15	1.30	1.35	-0.15	0.448	0.620	(B) White
NR2F1-AS1	5q15	6.11	6.28	1.61	1.04	-0.17	0.448	0.620	(B) White
ZNF664	12q24.31	11.36	11.42	0.52	0.47	-0.06	0.448	0.620	(B) White
CHD1	5q15-q21.1	9.77	9.84	0.66	0.55	-0.07	0.448	0.620	(B) White
FKBP1AP1	19q13.43	3.73	3.57	1.45	1.27	0.16	0.448	0.620	(A) Black or African American
MAPK1IP1L	14q22.3	11.03	10.98	0.49	0.44	0.05	0.448	0.620	(A) Black or African American
BEST2	19p13.13	0.14	0.19	0.42	0.48	-0.05	0.448	0.620	(B) White
ZNF302	19q13.11	9.34	9.28	0.47	0.48	0.05	0.448	0.620	(A) Black or African American
CFL2	14q13.1	9.72	9.81	0.81	0.68	-0.09	0.448	0.621	(B) White
AQP12B	2q37.3	0.34	0.24	0.95	0.46	0.10	0.449	0.621	(A) Black or African American
ANXA7	10q22.2	11.45	11.49	0.37	0.38	-0.04	0.449	0.621	(B) White
SMARCA2	9p24.3	11.02	11.09	0.65	0.51	-0.07	0.449	0.621	(B) White
HLA-J	6p22.1	6.15	5.95	1.76	1.45	0.19	0.449	0.621	(A) Black or African American
CAMK2A	5q32	2.01	1.83	1.61	1.24	0.18	0.449	0.621	(A) Black or African American
FAT1	4q35.2	12.46	12.57	0.96	0.96	-0.11	0.449	0.621	(B) White
LINC00882	3q13.12	2.85	2.75	0.88	0.93	0.10	0.449	0.621	(A) Black or African American
ALAS1	3p21.2	9.51	9.43	0.73	0.57	0.08	0.449	0.621	(A) Black or African American
FAM133A	Xq21.32	0.91	1.03	1.07	1.39	-0.13	0.449	0.621	(B) White
AURKAP1	1q41	3.02	2.93	0.77	0.91	0.09	0.449	0.621	(A) Black or African American
KLHL34	Xp22.12	0.77	0.64	1.20	0.82	0.13	0.449	0.621	(A) Black or African American
ACVR2A	2q22.3-q23.1	8.39	8.34	0.43	0.45	0.05	0.449	0.621	(A) Black or African American
GOLGA2P6	10p11.23	0.29	0.23	0.51	0.40	0.06	0.449	0.621	(A) Black or African American
CDKN2A	9p21.3	6.63	6.46	1.54	1.23	0.17	0.449	0.621	(A) Black or African American
LOC728989	1q21.1	2.22	2.09	1.16	1.12	0.13	0.449	0.621	(A) Black or African American
VPS25	17q21.2	9.90	9.85	0.38	0.42	0.04	0.450	0.621	(A) Black or African American
ARL6IP6	2q23.3	8.20	8.27	0.68	0.60	-0.08	0.450	0.622	(B) White
MOCS3	20q13.13	7.56	7.61	0.38	0.35	-0.04	0.450	0.622	(B) White
ERI2	16p12.3	8.09	8.15	0.56	0.45	-0.06	0.450	0.622	(B) White
PDHX	11p13	8.96	9.01	0.44	0.40	-0.05	0.450	0.622	(B) White
NKAIN3	8q12.3	0.11	0.06	0.45	0.26	0.05	0.450	0.622	(A) Black or African American
B3GAT2	6q13	3.14	3.02	1.08	1.11	0.12	0.450	0.622	(A) Black or African American
SHPK	17p13.2	8.66	8.72	0.56	0.45	-0.06	0.450	0.622	(B) White
CMTM3	16q22.1	9.88	9.79	0.83	0.88	0.09	0.451	0.622	(A) Black or African American
SNORA41	2q33.3	0.06	0.04	0.19	0.16	0.02	0.451	0.622	(A) Black or African American
PLAG1	8q12.1	4.53	4.42	0.99	1.15	0.11	0.451	0.622	(A) Black or African American
FHOD3	18q12.2	9.08	9.22	1.27	0.96	-0.14	0.451	0.622	(B) White
CLDN19	1p34.2	3.37	3.67	2.76	2.31	-0.30	0.451	0.622	(B) White
STX3	11q12.1	10.41	10.32	0.87	0.57	0.09	0.451	0.622	(A) Black or African American
LGALS14	19q13.2	0.22	0.15	0.66	0.42	0.07	0.451	0.622	(A) Black or African American
JOSD1	22q13.1	10.45	10.51	0.56	0.39	-0.06	0.451	0.622	(B) White
FXYD5	19q13.12	10.49	10.59	0.91	0.93	-0.10	0.451	0.622	(B) White
SYT10	12p11.1	0.81	0.99	1.52	1.75	-0.17	0.451	0.623	(B) White
PDK2	17q21.33	10.76	10.83	0.61	0.68	-0.07	0.451	0.623	(B) White
LRIG1	3p14.1	9.82	9.73	0.83	0.66	0.09	0.451	0.623	(A) Black or African American
RNF128	Xq22.3	10.31	10.15	1.45	1.61	0.17	0.451	0.623	(A) Black or African American
SLC29A3	10q22.1	7.63	7.73	0.91	0.82	-0.10	0.451	0.623	(B) White
SLC26A1	4p16.3	7.27	7.13	1.24	1.23	0.14	0.452	0.623	(A) Black or African American
TFAP2C	20q13.31	2.34	2.11	2.07	1.96	0.23	0.452	0.623	(A) Black or African American
INSIG1	7q36.3	9.27	9.35	0.69	0.67	-0.08	0.452	0.624	(B) White
ZFP36	19q13.2	12.37	12.50	1.22	1.18	-0.14	0.452	0.624	(B) White
STIP1	11q13.1	10.87	10.91	0.39	0.41	-0.04	0.452	0.624	(B) White
ABHD15	17q11.2	8.76	8.83	0.58	0.48	-0.06	0.452	0.624	(B) White
CHRNA5	15q25.1	3.74	3.89	1.33	1.26	-0.15	0.452	0.624	(B) White
FAHD1	16p13.3	10.45	10.53	0.74	0.65	-0.08	0.452	0.624	(B) White
C6ORF141	6p12.3	2.89	2.68	1.96	1.82	0.22	0.452	0.624	(A) Black or African American
SFXN2	10q24.32	7.91	7.82	0.87	0.78	0.10	0.452	0.624	(A) Black or African American
LOC100133920	2q11.1	0.23	0.18	0.51	0.37	0.05	0.453	0.624	(A) Black or African American
MLST8	16p13.3	9.72	9.66	0.48	0.68	0.06	0.453	0.624	(A) Black or African American
SCLY	2q37.3	8.44	8.35	0.85	0.70	0.09	0.453	0.625	(A) Black or African American
AKAP6	14q12	7.76	7.88	1.02	1.15	-0.12	0.453	0.625	(B) White
MICU2	13q12.11	9.72	9.66	0.50	0.49	0.06	0.453	0.625	(A) Black or African American
ETFDH	4q32.1	9.25	9.33	0.67	0.63	-0.07	0.453	0.625	(B) White
IL22RA2	6q23.3	0.43	0.52	0.82	0.96	-0.09	0.453	0.625	(B) White
CIB3	19p13.11	0.09	0.07	0.26	0.20	0.03	0.453	0.625	(A) Black or African American
ATP6V1F	7q32.1	11.25	11.16	0.80	0.73	0.09	0.453	0.625	(A) Black or African American
SCGB2A2	11q12.3	0.18	0.24	0.54	0.72	-0.06	0.453	0.625	(B) White
OR10J3	1q23.2	0.07	0.11	0.41	0.31	-0.04	0.453	0.625	(B) White
YEATS4	12q15	7.77	7.83	0.56	0.51	-0.06	0.453	0.625	(B) White
ZBTB39	12q13.3	7.40	7.46	0.57	0.53	-0.06	0.453	0.625	(B) White
SERPINA3	14q32.13	6.88	6.56	2.87	2.77	0.32	0.454	0.625	(A) Black or African American
CYP11A1	15q24.1	2.24	1.95	2.64	2.33	0.29	0.454	0.625	(A) Black or African American
MTHFD2	2p13.1	8.85	8.96	0.95	0.83	-0.10	0.454	0.625	(B) White
PLAC9	10q22.3	6.82	7.06	2.28	1.43	-0.24	0.454	0.625	(B) White
SMG1	16p12.3	11.01	11.08	0.61	0.64	-0.07	0.454	0.625	(B) White
RERGL	12p12.3	4.67	4.92	2.22	1.94	-0.24	0.454	0.625	(B) White
ANKMY2	7p21.1	9.21	9.14	0.59	0.51	0.06	0.454	0.625	(A) Black or African American
TRIM75P	4q32.3	0.39	0.48	0.83	0.55	-0.09	0.454	0.625	(B) White
PTPN20	10q11.22	0.18	0.10	0.66	0.51	0.07	0.454	0.625	(A) Black or African American
USP13	3q26.33	8.32	8.41	0.80	0.67	-0.09	0.454	0.625	(B) White
UBE2G1	17p13.2	9.83	9.88	0.45	0.34	-0.05	0.454	0.625	(B) White
TAS2R41	7q35	0.02	0.04	0.10	0.17	-0.01	0.454	0.625	(B) White
CSDC2	22q13.2	6.18	5.85	3.00	2.85	0.33	0.454	0.625	(A) Black or African American
FAM157A	3q29	2.73	2.58	1.32	1.22	0.15	0.454	0.625	(A) Black or African American
CCDC144CP	17p11.2	1.03	1.14	1.00	0.93	-0.11	0.454	0.625	(B) White
NR2C2	3p25.1	9.48	9.57	0.81	0.59	-0.09	0.454	0.625	(B) White
FSCN3	7q32.1	1.35	1.26	0.74	0.74	0.08	0.454	0.625	(A) Black or African American
SPRR4	1q21.3	0.04	0.02	0.15	0.12	0.02	0.454	0.625	(A) Black or African American
RANBP1	22q11.21	9.23	9.28	0.44	0.42	-0.05	0.454	0.625	(B) White
CDKL2	4q21.1	7.22	7.11	0.98	1.01	0.11	0.455	0.626	(A) Black or African American
ATP5PO	21q22.11	11.67	11.61	0.51	0.54	0.06	0.455	0.626	(A) Black or African American
OR2T2	1q44	0.44	0.52	0.71	0.66	-0.08	0.455	0.626	(B) White
ACKR2	3p22.1	4.25	4.09	1.54	1.04	0.16	0.455	0.626	(A) Black or African American
CNNM2	10q24.32	8.23	8.16	0.70	0.57	0.08	0.455	0.626	(A) Black or African American
NAGK	2p13.3	10.18	10.13	0.50	0.48	0.06	0.455	0.626	(A) Black or African American
MYL1	2q34	0.09	0.04	0.45	0.29	0.05	0.455	0.626	(A) Black or African American
MYO18A	17q11.2	10.45	10.37	0.77	0.63	0.08	0.455	0.626	(A) Black or African American
ILF2	1q21.3	11.18	11.23	0.38	0.39	-0.04	0.455	0.626	(B) White
ALDH5A1	6p22.3	9.46	9.34	1.06	0.79	0.11	0.455	0.626	(A) Black or African American
BRD3	9q34.2	9.25	9.19	0.58	0.48	0.06	0.455	0.626	(A) Black or African American
ARAP3	5q31.3	9.41	9.55	1.36	0.88	-0.14	0.455	0.626	(B) White
BCAR4	16p13.13	0.26	0.20	0.58	0.34	0.06	0.455	0.626	(A) Black or African American
PRG3	11q12.1	0.10	0.06	0.36	0.28	0.04	0.455	0.626	(A) Black or African American
GUCY2C	12p12.3	1.91	1.80	0.92	0.84	0.10	0.455	0.626	(A) Black or African American
ZNF548	19q13.43	8.21	8.26	0.53	0.48	-0.06	0.455	0.626	(B) White
KRTAP4-1	17q21.2	0.08	0.04	0.36	0.27	0.04	0.456	0.626	(A) Black or African American
LPO	17q22	0.63	0.52	1.00	0.80	0.11	0.456	0.626	(A) Black or African American
GPC5	13q31.3	1.65	1.46	1.74	1.22	0.19	0.456	0.626	(A) Black or African American
OR2T6	1q44	0.04	0.01	0.26	0.08	0.03	0.456	0.626	(A) Black or African American
PAGE2	Xp11.21	0.11	0.16	0.28	1.00	-0.05	0.456	0.626	(B) White
TIGD2	4q22.1	6.95	6.87	0.78	0.60	0.08	0.456	0.626	(A) Black or African American
TMEM184C	4q31.23	9.04	9.11	0.67	0.56	-0.07	0.456	0.626	(B) White
ZNF750	17q25.3	2.48	2.35	1.19	1.11	0.13	0.456	0.627	(A) Black or African American
FUT3	19p13.3	4.46	4.25	1.91	1.86	0.21	0.456	0.627	(A) Black or African American
ZNF720	16p11.2	7.88	7.94	0.54	0.43	-0.06	0.456	0.627	(B) White
LIPG	18q21.1	6.77	6.56	1.96	1.55	0.21	0.456	0.627	(A) Black or African American
PRDM14	8q13.3	0.19	0.26	0.69	0.62	-0.08	0.456	0.627	(B) White
SH2D4A	8p21.3	7.96	7.87	0.81	0.79	0.09	0.456	0.627	(A) Black or African American
CPS1	2q34	5.26	5.47	1.90	1.94	-0.21	0.456	0.627	(B) White
OR52A1	11p15.4	0.08	0.02	0.56	0.14	0.06	0.456	0.627	(A) Black or African American
LILRB2	19q13.42	7.93	8.05	1.19	0.91	-0.13	0.457	0.627	(B) White
SQLE	8q24.13	8.43	8.52	0.87	0.69	-0.09	0.457	0.627	(B) White
GRM5	11q14.2-q14.3	4.64	4.42	1.98	1.92	0.22	0.457	0.627	(A) Black or African American
ELP5	17p13.1	9.41	9.37	0.37	0.44	0.04	0.457	0.627	(A) Black or African American
SNORA11D	Xp11.22	0.01	0.00	0.05	0.03	0.01	0.457	0.627	(A) Black or African American
TAPT1	4p15.32	9.50	9.55	0.47	0.46	-0.05	0.457	0.627	(B) White
OPN1SW	7q32.1	1.38	1.29	0.82	0.74	0.09	0.457	0.627	(A) Black or African American
KATNA1	6q25.1	7.95	8.00	0.44	0.38	-0.05	0.457	0.627	(B) White
FCER2	19p13.2	1.91	1.76	1.37	1.27	0.15	0.457	0.628	(A) Black or African American
TMSB10	2p11.2	14.30	14.41	1.09	0.90	-0.12	0.457	0.628	(B) White
CGB8	19q13.33	0.07	0.11	0.28	0.51	-0.04	0.457	0.628	(B) White
GRIK1	21q21.3	0.99	0.81	1.70	0.87	0.18	0.457	0.628	(A) Black or African American
PRLHR	10q26.11	0.10	0.07	0.23	0.21	0.02	0.457	0.628	(A) Black or African American
SLC23A2	20p13	10.15	10.09	0.58	0.52	0.06	0.457	0.628	(A) Black or African American
PTPRM	18p11.23	11.84	11.75	0.77	0.80	0.09	0.458	0.628	(A) Black or African American
NOL4	18q12.1	2.05	2.31	2.35	2.19	-0.26	0.458	0.628	(B) White
SFTPB	2p11.2	0.94	1.16	1.99	1.84	-0.22	0.458	0.628	(B) White
OR7C2	19p13.12	0.09	0.03	0.53	0.18	0.05	0.458	0.628	(A) Black or African American
CLEC4GP1	19p13.2	1.17	0.99	1.65	1.22	0.18	0.458	0.628	(A) Black or African American
FIBCD1	9q34.12	4.00	3.72	2.61	2.41	0.29	0.458	0.628	(A) Black or African American
GPC4	Xq26.2	10.07	9.91	1.45	1.21	0.16	0.458	0.628	(A) Black or African American
HEMGN	9q22.33	1.22	1.37	1.35	1.37	-0.15	0.458	0.628	(B) White
OR5P3	11p15.4	0.04	0.02	0.24	0.11	0.02	0.458	0.628	(A) Black or African American
PRPH2	6p21.1	3.60	3.45	1.39	1.19	0.15	0.458	0.628	(A) Black or African American
PARVB	22q13.31	9.12	9.22	0.91	0.87	-0.10	0.458	0.628	(B) White
FHL2	2q12.2	9.48	9.66	1.67	1.36	-0.18	0.458	0.628	(B) White
KPNA7	7q22.1	0.52	0.60	0.67	0.81	-0.08	0.458	0.629	(B) White
IBA57	1q42.13	8.16	8.09	0.61	0.57	0.07	0.459	0.629	(A) Black or African American
SERPINB12	18q21.33	0.02	0.01	0.12	0.07	0.01	0.459	0.629	(A) Black or African American
HMCES	3q21.3	9.51	9.46	0.43	0.40	0.05	0.459	0.629	(A) Black or African American
LEUTX	19q13.2	0.04	0.01	0.22	0.11	0.02	0.459	0.629	(A) Black or African American
STARD6	18q21.2	0.17	0.13	0.35	0.29	0.04	0.459	0.629	(A) Black or African American
TRIAP1	12q24.31	8.79	8.75	0.32	0.42	0.04	0.459	0.629	(A) Black or African American
WDR54	2p13.1	8.86	8.99	1.26	0.87	-0.13	0.459	0.629	(B) White
AMDHD1	12q23.1	5.81	6.01	1.80	1.69	-0.20	0.459	0.629	(B) White
OR9G9	11q11	0.04	0.01	0.26	0.07	0.03	0.459	0.629	(A) Black or African American
AAMDC	11q14.1	8.35	8.27	0.77	0.62	0.08	0.459	0.629	(A) Black or African American
RDH12	14q24.1	3.87	4.07	1.85	1.66	-0.20	0.459	0.629	(B) White
KIF5C	2q23.1-q23.2	6.39	6.55	1.47	1.15	-0.16	0.459	0.629	(B) White
OR5AP2	11q12.1	0.08	0.04	0.43	0.19	0.04	0.459	0.629	(A) Black or African American
TXNDC11	16p13.13	10.67	10.71	0.40	0.44	-0.04	0.459	0.629	(B) White
MYADML	2p22.3	0.40	0.51	1.04	0.94	-0.11	0.459	0.629	(B) White
PCDHGB5	5q31.3	6.21	5.98	2.09	1.81	0.23	0.459	0.629	(A) Black or African American
TMEM82	1p36.21	4.76	5.05	2.68	2.46	-0.29	0.459	0.629	(B) White
MPND	19p13.3	8.88	8.82	0.52	0.66	0.06	0.460	0.629	(A) Black or African American
TEX26	13q12.3	0.14	0.10	0.36	0.28	0.04	0.460	0.629	(A) Black or African American
RABGAP1	9q33.2-q33.3	10.27	10.22	0.43	0.46	0.05	0.460	0.629	(A) Black or African American
USP17L9P	4p16.1	0.03	0.04	0.13	0.19	-0.01	0.460	0.629	(B) White
CARS	11p15.4	9.75	9.80	0.40	0.41	-0.04	0.460	0.630	(B) White
OR2AK2	1q44	0.03	0.04	0.14	0.19	-0.02	0.460	0.630	(B) White
PTTG3P	8q13.1	0.67	0.75	0.71	0.67	-0.08	0.460	0.630	(B) White
CDKN2AIP	4q35.1	8.75	8.70	0.51	0.45	0.06	0.460	0.630	(A) Black or African American
DNAH5	5p15.2	6.51	6.67	1.40	1.45	-0.15	0.460	0.630	(B) White
JAM3	11q25	9.87	10.00	1.21	0.90	-0.13	0.460	0.630	(B) White
CLCA3P	1p22.3	0.10	0.14	0.32	0.31	-0.03	0.461	0.630	(B) White
ZFYVE26	14q24.1	9.72	9.65	0.60	0.50	0.06	0.461	0.630	(A) Black or African American
ZNF20	19p13.2	6.80	6.83	0.31	0.37	-0.04	0.461	0.630	(B) White
BMP15	Xp11.22	0.04	0.06	0.15	0.17	-0.02	0.461	0.630	(B) White
GRIP1	12q14.3	5.58	5.42	1.49	1.22	0.16	0.461	0.630	(A) Black or African American
UNC93A	6q27	1.60	1.83	2.08	2.29	-0.23	0.461	0.630	(B) White
CARM1	19p13.2	9.72	9.68	0.33	0.46	0.04	0.461	0.631	(A) Black or African American
GCNT7	20q13.31	0.75	0.69	0.61	0.62	0.07	0.461	0.631	(A) Black or African American
BAGE	21p11.1	0.07	0.12	0.38	0.43	-0.04	0.461	0.631	(B) White
SECTM1	17q25.3	8.29	8.41	1.07	1.17	-0.12	0.461	0.631	(B) White
NTF3	12p13.31	4.31	4.48	1.49	1.34	-0.16	0.461	0.631	(B) White
GMFG	19q13.2	9.25	9.37	1.07	0.76	-0.11	0.461	0.631	(B) White
TMEM88B	1p36.33	0.08	0.05	0.20	0.18	0.02	0.462	0.631	(A) Black or African American
CLPTM1L	5p15.33	11.72	11.78	0.63	0.56	-0.07	0.462	0.631	(B) White
HIST2H2BE	1q21.2	7.99	7.88	1.08	0.94	0.12	0.462	0.631	(A) Black or African American
GPR155	2q31.1	8.40	8.53	1.13	1.08	-0.12	0.462	0.631	(B) White
GNG8	19q13.32	0.17	0.13	0.38	0.36	0.04	0.462	0.631	(A) Black or African American
DAW1	2q36.3	1.22	1.38	1.44	1.43	-0.16	0.462	0.632	(B) White
CYP3A4	7q22.1	2.11	2.29	1.66	1.40	-0.18	0.462	0.632	(B) White
KCNS1	20q13.12	3.15	2.81	3.17	2.72	0.34	0.462	0.632	(A) Black or African American
METTL21A	2q33.3	7.65	7.61	0.40	0.43	0.04	0.462	0.632	(A) Black or African American
TMEM74	8q23.1	1.05	0.93	1.09	0.99	0.12	0.463	0.632	(A) Black or African American
PISRT1	3q23	0.05	0.01	0.34	0.10	0.03	0.463	0.633	(A) Black or African American
BRSK2	11p15.5	2.74	2.57	1.62	1.45	0.17	0.463	0.633	(A) Black or African American
CRB2	9q33.3	4.22	4.45	2.09	1.99	-0.23	0.463	0.633	(B) White
GLTP	12q24.11	10.23	10.30	0.65	0.51	-0.07	0.463	0.633	(B) White
ARHGEF5	7q35	8.46	8.38	0.70	0.76	0.08	0.463	0.633	(A) Black or African American
CSN1S1	4q13.3	0.09	0.04	0.49	0.15	0.05	0.463	0.633	(A) Black or African American
SLC35B3	6p24.3	8.87	8.91	0.38	0.37	-0.04	0.463	0.633	(B) White
WNT7B	22q13.31	2.57	2.34	2.03	1.99	0.22	0.463	0.633	(A) Black or African American
SCARNA7	3q25.33	2.51	2.39	1.11	1.38	0.13	0.463	0.633	(A) Black or African American
CCT8L2	22q11.1	0.19	0.12	0.67	0.33	0.07	0.463	0.633	(A) Black or African American
RPL23	17q12	13.42	13.35	0.66	0.62	0.07	0.463	0.633	(A) Black or African American
FAM32A	19p13.11	10.58	10.61	0.26	0.32	-0.03	0.463	0.633	(B) White
PRR23B	3q23	0.12	0.05	0.67	0.30	0.07	0.464	0.633	(A) Black or African American
PRKAG2	7q36.1	9.55	9.64	0.89	0.66	-0.09	0.464	0.633	(B) White
IFI30	19p13.11	11.59	11.71	1.10	1.04	-0.12	0.464	0.633	(B) White
TXN	9q31.3	11.13	11.04	0.87	0.75	0.09	0.464	0.633	(A) Black or African American
PRMT3	11p15.1	7.94	7.88	0.57	0.54	0.06	0.464	0.633	(A) Black or African American
TMEM50A	1p36.11	11.37	11.41	0.35	0.33	-0.04	0.464	0.633	(B) White
UBE2D1	10q21.1	8.46	8.51	0.48	0.53	-0.05	0.464	0.633	(B) White
CHDH	3p21.1	9.32	9.19	1.22	1.28	0.13	0.464	0.633	(A) Black or African American
NOMO2	16p12.3	10.41	10.50	0.82	0.93	-0.09	0.464	0.633	(B) White
