Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
GH2	17q23.3	0.09	0.08	0.42	0.33	0.01	0.901	0.992	(A) Black or African American
HS6ST1	2q14.3	9.39	9.37	0.90	0.79	0.02	0.901	0.992	(A) Black or African American
MRPL13	8q24.12	9.25	9.26	0.52	0.58	-0.01	0.901	0.992	(B) White
CTRB2	16q23.1	0.64	0.66	0.82	0.97	-0.02	0.901	0.992	(B) White
SLC19A2	1q24.2	8.47	8.48	0.87	0.85	-0.02	0.901	0.992	(B) White
NDUFAF6	8q22.1	7.16	7.17	0.44	0.41	-0.01	0.901	0.992	(B) White
PIEZO2	18p11.22-p11.21	4.46	4.50	2.26	1.87	-0.04	0.901	0.992	(B) White
SDHAF3	7q21.3	8.08	8.10	1.03	0.85	-0.02	0.901	0.992	(B) White
DRC1	2p23.3	3.05	3.10	2.51	2.32	-0.05	0.901	0.992	(B) White
CRCT1	1q21.3	0.09	0.10	0.42	0.39	-0.01	0.902	0.992	(B) White
WHRN	9q32	8.49	8.48	0.68	0.80	0.01	0.902	0.992	(A) Black or African American
ADAMTS17	15q26.3	4.25	4.22	1.20	1.25	0.02	0.902	0.992	(A) Black or African American
IFNA14	9p21.3	0.04	0.03	0.23	0.17	0.00	0.902	0.992	(A) Black or African American
DIP2B	12q13.12	10.33	10.32	0.55	0.55	0.01	0.902	0.992	(A) Black or African American
CCDC144B	17p11.2	3.50	3.46	2.08	2.22	0.04	0.902	0.992	(A) Black or African American
ADCK2	7q34	10.04	10.03	0.50	0.56	0.01	0.902	0.992	(A) Black or African American
PHEX	Xp22.11	1.83	1.80	1.67	1.56	0.03	0.902	0.992	(A) Black or African American
PRKAR2B	7q22.3	7.17	7.14	1.48	1.47	0.03	0.902	0.992	(A) Black or African American
CXORF38	Xp11.4	7.66	7.67	0.65	0.68	-0.01	0.903	0.992	(B) White
MTCP1	Xq28	5.73	5.71	0.89	0.93	0.02	0.903	0.992	(A) Black or African American
SDR42E1	16q23.3	6.44	6.47	1.64	1.81	-0.03	0.903	0.992	(B) White
SLITRK4	Xq27.3	7.76	7.79	1.44	1.80	-0.03	0.903	0.992	(B) White
SMIM29	6p21.31	9.03	9.02	0.74	0.80	0.01	0.903	0.992	(A) Black or African American
GPR146	7p22.3	6.64	6.65	0.80	0.84	-0.01	0.903	0.992	(B) White
TUBA1C	12q13.12	12.15	12.14	0.57	0.57	0.01	0.903	0.992	(A) Black or African American
LGALS9C	17p11.2	3.97	3.99	1.19	1.43	-0.02	0.903	0.992	(B) White
TEAD1	11p15.3	10.45	10.46	0.75	0.67	-0.01	0.903	0.992	(B) White
MED9	17p11.2	9.34	9.35	0.46	0.50	-0.01	0.903	0.992	(B) White
OR2A5	7q35	0.07	0.07	0.25	0.22	-0.00	0.903	0.992	(B) White
TRIB1	8q24.13	10.05	10.07	0.98	0.86	-0.02	0.903	0.992	(B) White
KRT5	12q13.13	2.26	2.31	2.42	2.54	-0.04	0.903	0.992	(B) White
SLC4A4	4q13.3	10.88	10.91	1.27	1.67	-0.02	0.903	0.992	(B) White
RBM38	20q13.31	9.07	9.08	0.66	0.68	-0.01	0.904	0.992	(B) White
RPS12	6q23.2	13.02	13.03	0.62	0.67	-0.01	0.904	0.992	(B) White
MAGEA8	Xq28	0.49	0.48	0.88	0.79	0.02	0.904	0.992	(A) Black or African American
DHDDS	1p36.11	9.75	9.74	0.66	0.53	0.01	0.904	0.992	(A) Black or African American
TWNK	10q24.31	8.62	8.63	0.60	0.54	-0.01	0.904	0.992	(B) White
FOXN2	2p16.3	7.86	7.84	0.69	0.61	0.01	0.904	0.992	(A) Black or African American
PWARSN	15q11.2	6.56	6.58	1.18	1.09	-0.02	0.904	0.992	(B) White
OR2L3	1q44	0.03	0.02	0.13	0.14	0.00	0.904	0.992	(A) Black or African American
NDST4	4q26	0.10	0.11	0.38	0.44	-0.01	0.904	0.992	(B) White
ORC5	7q22.1-q22.2	8.34	8.33	0.68	0.55	0.01	0.904	0.992	(A) Black or African American
CXXC5	5q31.2	9.74	9.73	0.83	0.79	0.01	0.904	0.992	(A) Black or African American
IGSF9B	11q25	3.23	3.25	1.32	1.48	-0.02	0.904	0.992	(B) White
ADAMTS4	1q23.3	5.72	5.76	1.86	2.04	-0.03	0.904	0.992	(B) White
CLPTM1L	5p15.33	11.30	11.29	0.58	0.62	0.01	0.904	0.992	(A) Black or African American
TRIM44	11p13	9.81	9.79	1.02	1.03	0.02	0.904	0.992	(A) Black or African American
POU3F1	1p34.3	2.46	2.44	0.95	0.93	0.02	0.904	0.992	(A) Black or African American
C6ORF47	6p21.33	9.66	9.67	0.40	0.37	-0.01	0.904	0.992	(B) White
RPUSD4	11q24.2	8.65	8.64	0.49	0.43	0.01	0.904	0.992	(A) Black or African American
EGLN1	1q42.2	10.64	10.64	0.41	0.51	-0.01	0.904	0.992	(B) White
RNU12-2P	Xp11.3	0.55	0.56	0.55	0.59	-0.01	0.904	0.992	(B) White
OR4F17	19p13.3	0.01	0.01	0.09	0.09	-0.00	0.904	0.992	(B) White
RPF2	6q21	8.33	8.32	0.54	0.60	0.01	0.904	0.992	(A) Black or African American
CYP3A43	7q22.1	0.66	0.64	0.77	0.79	0.01	0.904	0.992	(A) Black or African American
TFAM	10q21.1	8.65	8.64	0.61	0.55	0.01	0.904	0.992	(A) Black or African American
OSBPL3	7p15.3	9.23	9.21	0.75	0.88	0.01	0.904	0.992	(A) Black or African American
MTFR2	6q23.3	4.29	4.28	0.92	0.97	0.02	0.904	0.992	(A) Black or African American
MAPK1	22q11.22	11.30	11.31	0.49	0.50	-0.01	0.904	0.992	(B) White
OR1J2	9q33.2	0.45	0.44	0.80	0.68	0.01	0.904	0.992	(A) Black or African American
OTOS	2q37.3	0.74	0.77	1.32	1.37	-0.02	0.904	0.992	(B) White
CYTH3	7p22.1	9.42	9.43	0.63	0.62	-0.01	0.905	0.992	(B) White
UBXN8	8p12	7.34	7.32	0.73	0.64	0.01	0.905	0.992	(A) Black or African American
PRKAR1A	17q24.2	12.60	12.59	0.49	0.48	0.01	0.905	0.992	(A) Black or African American
LOC440896	9p11.2	0.44	0.45	0.59	0.62	-0.01	0.905	0.992	(B) White
SPC24	19p13.2	2.46	2.48	1.21	1.25	-0.02	0.905	0.992	(B) White
LDB3	10q23.2	3.15	3.13	1.03	1.33	0.02	0.905	0.992	(A) Black or African American
HCCAT5	16q22.3	0.17	0.18	0.37	0.44	-0.01	0.905	0.992	(B) White
OR9Q1	11q12.1	0.08	0.08	0.32	0.26	0.01	0.905	0.992	(A) Black or African American
CCDC70	13q14.3	0.02	0.03	0.13	0.13	-0.00	0.905	0.992	(B) White
OR5M11	11q12.1	0.16	0.15	0.49	0.47	0.01	0.905	0.992	(A) Black or African American
XBP1	22q12.1|22q12	10.55	10.53	0.74	0.77	0.01	0.905	0.992	(A) Black or African American
FBXW7	4q31.3	8.18	8.19	0.54	0.51	-0.01	0.905	0.992	(B) White
SMG1P3	16p12.2	7.57	7.59	1.06	0.98	-0.02	0.905	0.992	(B) White
ZBTB38	3q23	10.63	10.62	0.97	0.86	0.02	0.905	0.992	(A) Black or African American
PDHB	3p14.3	10.57	10.57	0.47	0.52	0.01	0.905	0.992	(A) Black or African American
CBLL1	7q22.3	8.93	8.93	0.53	0.47	-0.01	0.905	0.992	(B) White
PRDM6	5q23.2	3.92	3.90	0.93	0.96	0.02	0.905	0.992	(A) Black or African American
NANOS1	10q26.11	6.98	6.99	0.68	0.65	-0.01	0.905	0.992	(B) White
RTN4R	22q11.21	6.59	6.57	0.97	1.12	0.02	0.905	0.992	(A) Black or African American
PHC3	3q26.2	10.28	10.27	0.57	0.55	0.01	0.905	0.992	(A) Black or African American
CEP152	15q21.1	6.11	6.13	0.96	0.99	-0.02	0.906	0.992	(B) White
ZNF543	19q13.43	6.24	6.23	0.78	0.79	0.01	0.906	0.992	(A) Black or African American
NAALADL2	3q26.31	6.07	6.04	1.68	1.26	0.03	0.906	0.992	(A) Black or African American
VKORC1L1	7q11.21	9.51	9.52	0.51	0.57	-0.01	0.906	0.992	(B) White
SLC35G2	3q22.3	5.93	5.91	1.21	1.17	0.02	0.906	0.992	(A) Black or African American
FAM238B	10p12.1	0.47	0.46	0.56	0.65	0.01	0.906	0.992	(A) Black or African American
KRT20	17q21.2	1.34	1.39	2.61	2.35	-0.04	0.906	0.992	(B) White
C6ORF141	6p12.3	3.42	3.38	2.07	2.10	0.04	0.906	0.992	(A) Black or African American
ZBTB34	9q33.3	8.18	8.19	0.49	0.51	-0.01	0.906	0.992	(B) White
PARP8	5q11.1	8.54	8.52	0.72	0.54	0.01	0.906	0.992	(A) Black or African American
WDR31	9q32	5.84	5.82	1.39	1.43	0.02	0.906	0.992	(A) Black or African American
GML	8q24.3	0.02	0.02	0.11	0.12	0.00	0.906	0.992	(A) Black or African American
RTP2	3q27.3	0.31	0.32	0.85	0.78	-0.01	0.906	0.992	(B) White
OR2B2	6p22.1	0.01	0.02	0.11	0.13	-0.00	0.906	0.992	(B) White
BBS7	4q27	7.80	7.79	0.39	0.47	0.01	0.906	0.992	(A) Black or African American
BUB1B	15q15.1	5.26	5.28	1.30	1.26	-0.02	0.906	0.992	(B) White
ESR2	14q23.2-q23.3	3.74	3.72	1.06	1.07	0.02	0.906	0.992	(A) Black or African American
TMEM26	10q21.2	4.54	4.57	1.37	1.43	-0.02	0.906	0.992	(B) White
SNRPD1	18q11.2	8.84	8.84	0.46	0.49	0.01	0.906	0.992	(A) Black or African American
SHC4	15q21.1	2.50	2.49	1.08	1.08	0.02	0.906	0.992	(A) Black or African American
RPL7	8q21.11	9.76	9.75	0.57	0.76	0.01	0.906	0.992	(A) Black or African American
CAV2	7q31.2	10.78	10.76	1.28	1.02	0.02	0.906	0.992	(A) Black or African American
STIM1	11p15.4	10.49	10.50	0.57	0.62	-0.01	0.906	0.992	(B) White
FIRRE	Xq26.2	1.10	1.08	1.13	1.16	0.02	0.907	0.992	(A) Black or African American
NDN	15q11.2	7.38	7.35	1.81	2.02	0.03	0.907	0.992	(A) Black or African American
E2F1	20q11.22	6.85	6.86	1.12	1.01	-0.02	0.907	0.992	(B) White
TMC5	16p12.3	4.17	4.21	2.22	2.43	-0.04	0.907	0.992	(B) White
HIST1H4H	6p22.2	5.18	5.16	1.34	1.21	0.02	0.907	0.992	(A) Black or African American
NUDT5	10p14	9.52	9.53	0.73	0.65	-0.01	0.907	0.992	(B) White
FAM117B	2q33.2	8.63	8.63	0.54	0.54	0.01	0.907	0.992	(A) Black or African American
ACP2	11p11.2|11p12-p11	10.56	10.55	0.42	0.50	0.01	0.907	0.992	(A) Black or African American
HTR3C	3q27.1	0.06	0.06	0.19	0.26	-0.00	0.907	0.992	(B) White
MRE11	11q21	7.76	7.77	0.69	0.67	-0.01	0.907	0.992	(B) White
GEMIN8	Xp22.2	8.82	8.81	0.44	0.44	0.01	0.907	0.992	(A) Black or African American
GLI3	7p14.1	7.11	7.14	1.39	1.49	-0.02	0.907	0.992	(B) White
IRAK4	12q12	8.85	8.86	0.58	0.49	-0.01	0.907	0.992	(B) White
CDH22	20q13.12	4.23	4.18	3.05	3.02	0.05	0.907	0.992	(A) Black or African American
ALKAL2	2p25.3	5.39	5.44	2.38	2.34	-0.04	0.907	0.992	(B) White
TMEM132B	12q24.31-q24.32	2.15	2.17	1.24	1.37	-0.02	0.907	0.992	(B) White
GMCL1	2p13.3	7.50	7.52	1.24	1.13	-0.02	0.907	0.992	(B) White
KCNE2	21q22.11	3.00	2.99	0.88	0.87	0.02	0.907	0.992	(A) Black or African American
ITCH	20q11.22	10.26	10.25	0.48	0.58	0.01	0.907	0.992	(A) Black or African American
CYTL1	4p16.2	3.09	3.12	1.74	1.69	-0.03	0.907	0.992	(B) White
TGIF2LX	Xq21.31	0.04	0.05	0.35	0.44	-0.01	0.908	0.992	(B) White
TMEM258	11q12.2	10.07	10.08	0.57	0.52	-0.01	0.908	0.992	(B) White
FJX1	11p13	7.34	7.32	1.29	1.10	0.02	0.908	0.992	(A) Black or African American
SUSD4	1q41	6.15	6.12	1.97	1.96	0.03	0.908	0.992	(A) Black or African American
FAM86JP	3q21.2	6.09	6.07	0.73	0.62	0.01	0.908	0.992	(A) Black or African American
NPDC1	9q34.3	9.49	9.51	1.48	1.46	-0.03	0.908	0.992	(B) White
ADCYAP1R1	7p14.3	0.10	0.11	0.39	0.32	-0.01	0.908	0.992	(B) White
TCHH	1q21.3	3.78	3.81	1.53	1.53	-0.03	0.908	0.992	(B) White
XCL1	1q24.2	2.38	2.36	1.22	1.42	0.02	0.908	0.992	(A) Black or African American
DPH7	9q34.3	8.36	8.35	0.79	0.80	0.01	0.908	0.992	(A) Black or African American
ISLR	15q24.1	7.07	7.04	2.05	2.29	0.04	0.908	0.992	(A) Black or African American
H3F3AP5	Xp11.22	0.21	0.22	0.35	0.33	-0.01	0.908	0.992	(B) White
C10ORF105	10q22.1	2.36	2.35	0.97	1.17	0.02	0.908	0.992	(A) Black or African American
KIF3A	5q31.1	8.43	8.42	0.67	0.60	0.01	0.908	0.992	(A) Black or African American
SLFN13	17q12	9.87	9.85	1.08	1.11	0.02	0.908	0.992	(A) Black or African American
CHRNA7	15q13.3	2.45	2.47	1.71	1.36	-0.03	0.908	0.992	(B) White
HNRNPU-AS1		8.91	8.89	1.17	1.36	0.02	0.908	0.992	(A) Black or African American
EID3	12q23.3	4.47	4.49	1.04	0.96	-0.02	0.908	0.992	(B) White
MAST1	19p13.13	3.84	3.87	1.61	1.49	-0.03	0.908	0.992	(B) White
SKA3	13q12.11	4.27	4.29	1.21	1.25	-0.02	0.908	0.992	(B) White
ST7L	1p13.2	7.77	7.78	0.48	0.70	-0.01	0.908	0.992	(B) White
RHOBTB3	5q15	8.51	8.49	1.65	1.17	0.03	0.908	0.992	(A) Black or African American
CENPS	1p36.22	8.80	8.79	0.57	0.59	0.01	0.909	0.992	(A) Black or African American
SLITRK5	13q31.2	4.92	4.96	2.53	2.27	-0.04	0.909	0.992	(B) White
ITGB1BP2	Xq13.1	1.78	1.76	1.03	1.08	0.02	0.909	0.992	(A) Black or African American
ABI3BP	3q12.2	10.46	10.42	2.56	2.19	0.04	0.909	0.992	(A) Black or African American
ALDH1A1	9q21.13	13.98	14.00	1.11	1.29	-0.02	0.909	0.992	(B) White
RBP5	12p13.31	9.87	9.83	2.24	2.46	0.04	0.909	0.992	(A) Black or African American
SPCS2	11q13.4	9.44	9.44	0.39	0.41	-0.01	0.909	0.992	(B) White
GUK1	1q42.13	11.78	11.77	0.61	0.60	0.01	0.909	0.992	(A) Black or African American
LINC01559	12p13.1	3.26	3.31	2.76	2.70	-0.05	0.909	0.992	(B) White
TRIR	19p13.13	10.70	10.69	0.65	0.61	0.01	0.909	0.992	(A) Black or African American
TMEM106C	12q13.11	10.99	10.98	0.49	0.54	0.01	0.909	0.992	(A) Black or African American
SREK1	5q12.3	10.02	10.01	0.56	0.58	0.01	0.909	0.992	(A) Black or African American
EYS	6q12	3.12	3.14	1.04	0.97	-0.02	0.909	0.992	(B) White
OR56A4	11p15.4	0.01	0.01	0.08	0.11	-0.00	0.909	0.992	(B) White
CIT	12q24.23	8.73	8.70	1.64	1.62	0.03	0.909	0.992	(A) Black or African American
B3GAT3	11q12.3	10.05	10.06	0.60	0.65	-0.01	0.909	0.992	(B) White
MRPL44	2q36.1	9.82	9.82	0.51	0.58	-0.01	0.909	0.992	(B) White
MTM1	Xq28	8.19	8.18	0.79	0.74	0.01	0.909	0.992	(A) Black or African American
MECP2	Xq28	10.34	10.33	0.48	0.45	0.01	0.910	0.993	(A) Black or African American
CHKA	11q13.2	9.05	9.06	0.73	0.71	-0.01	0.910	0.993	(B) White
ARFIP1	4q31.3	9.67	9.66	0.49	0.35	0.01	0.910	0.993	(A) Black or African American
SLC39A2	14q11.2	0.55	0.56	0.70	0.96	-0.01	0.910	0.993	(B) White
MYEOV	11q13.3	2.46	2.43	1.81	1.78	0.03	0.910	0.993	(A) Black or African American
KDM4B	19p13.3	9.92	9.91	0.48	0.49	0.01	0.910	0.993	(A) Black or African American
PRX	19q13.2	6.90	6.88	0.87	0.86	0.01	0.910	0.993	(A) Black or African American
IL5	5q31.1	0.15	0.15	0.36	0.28	0.01	0.910	0.993	(A) Black or African American
LINC01144	1p34.1	5.21	5.19	0.89	0.83	0.01	0.910	0.993	(A) Black or African American
ZNF175	19q13.41	7.09	7.08	0.76	0.65	0.01	0.910	0.993	(A) Black or African American
LY6G6E	6p21.33	0.03	0.03	0.14	0.19	-0.00	0.910	0.993	(B) White
KLF1	19p13.13	1.06	1.04	0.98	0.86	0.02	0.911	0.993	(A) Black or African American
SPERT	13q14.13	0.56	0.57	1.08	1.07	-0.02	0.911	0.993	(B) White
LRRC30	18p11.23	0.05	0.05	0.21	0.29	-0.00	0.911	0.993	(B) White
OR3A4P	17p13.3	0.03	0.03	0.15	0.15	0.00	0.911	0.993	(A) Black or African American
HDDC3	15q26.1	8.47	8.48	0.57	0.58	-0.01	0.911	0.993	(B) White
ROBO1	3p12.3	7.77	7.75	1.77	1.73	0.03	0.911	0.993	(A) Black or African American
FAM117A	17q21.33	8.45	8.45	0.45	0.46	0.01	0.911	0.993	(A) Black or African American
UFC1	1q23.3	10.78	10.77	0.40	0.46	0.01	0.911	0.993	(A) Black or African American
STT3A	11q24.2	11.16	11.15	0.50	0.50	0.01	0.911	0.993	(A) Black or African American
WFDC2	20q13.12	12.57	12.53	2.35	1.86	0.04	0.911	0.993	(A) Black or African American
RIC1	9p24.1	8.77	8.76	0.58	0.57	0.01	0.911	0.993	(A) Black or African American
ZBTB8OS	1p35.1	7.39	7.38	0.58	0.59	0.01	0.911	0.993	(A) Black or African American
ELMSAN1	14q24.3	9.78	9.77	0.74	0.65	0.01	0.911	0.993	(A) Black or African American
ENSA	1q21.3	11.42	11.43	0.41	0.38	-0.01	0.911	0.993	(B) White
PTAR1	9q21.12	9.96	9.95	0.65	0.65	0.01	0.911	0.993	(A) Black or African American
NAPB	20p11.21	7.96	7.97	0.51	0.60	-0.01	0.911	0.993	(B) White
LOC440040	11p11.12	0.12	0.11	0.29	0.27	0.00	0.911	0.993	(A) Black or African American
NKAIN4	20q13.33	6.91	6.94	2.13	2.38	-0.04	0.911	0.993	(B) White
HRH3	20q13.33	0.29	0.28	0.46	0.49	0.01	0.911	0.993	(A) Black or African American
GTF3C5	9q34.13	10.14	10.13	0.44	0.41	0.01	0.912	0.993	(A) Black or African American
PRAMEF13	1p36.21	0.01	0.01	0.08	0.10	0.00	0.912	0.993	(A) Black or African American
MYL6B	12q13.2	10.04	10.06	0.74	0.73	-0.01	0.912	0.993	(B) White
BMS1P2	10q11.22	6.72	6.70	0.98	1.15	0.02	0.912	0.993	(A) Black or African American
ABCG5	2p21	3.32	3.35	1.60	1.61	-0.03	0.912	0.993	(B) White
BCAR4	16p13.13	0.15	0.15	0.28	0.37	-0.01	0.912	0.993	(B) White
GRASP	12q13.13	6.23	6.21	1.00	1.30	0.02	0.912	0.993	(A) Black or African American
DDIT4L	4q24	6.53	6.49	2.59	1.98	0.04	0.912	0.993	(A) Black or African American
IFT20	17q11.2	9.02	9.03	0.63	0.51	-0.01	0.912	0.993	(B) White
CLCN2	3q27.1	7.84	7.85	0.60	0.76	-0.01	0.912	0.993	(B) White
LCE1C	1q21.3	0.24	0.23	0.58	0.65	0.01	0.912	0.993	(A) Black or African American
APH1A	1q21.2	11.90	11.91	0.38	0.38	-0.01	0.912	0.993	(B) White
MLLT11	1q21.3	6.29	6.27	1.21	1.36	0.02	0.912	0.993	(A) Black or African American
PARP1	1q42.12	10.86	10.87	0.52	0.58	-0.01	0.912	0.993	(B) White
NAT16	7q22.1	1.35	1.32	1.57	1.64	0.03	0.912	0.993	(A) Black or African American
PRDM15	21q22.3	7.08	7.07	0.42	0.47	0.01	0.912	0.993	(A) Black or African American
MIER3	5q11.2	8.38	8.37	0.59	0.55	0.01	0.912	0.993	(A) Black or African American
PRSS36	16p11.2	5.08	5.07	0.95	1.07	0.02	0.912	0.993	(A) Black or African American
SUGCT	7p14.1	7.81	7.79	1.26	1.41	0.02	0.912	0.993	(A) Black or African American
ADCY3	2p23.3	8.09	8.10	1.12	1.21	-0.02	0.912	0.993	(B) White
SDF4	1p36.33	11.99	12.00	0.41	0.43	-0.01	0.912	0.993	(B) White
LNPK	2q31.1	8.54	8.53	0.72	0.76	0.01	0.912	0.993	(A) Black or African American
CLCC1	1p13.3	9.32	9.32	0.32	0.34	0.01	0.912	0.993	(A) Black or African American
MRM2	7p22.3	9.54	9.54	0.44	0.43	0.01	0.912	0.993	(A) Black or African American
VAPA	18p11.22	11.25	11.24	0.36	0.37	0.01	0.913	0.993	(A) Black or African American
TIGAR	12p13.32	8.33	8.32	0.64	0.63	0.01	0.913	0.993	(A) Black or African American
UXT	Xp11.23	9.83	9.84	0.54	0.52	-0.01	0.913	0.993	(B) White
CSMD2	1p35.1	1.77	1.79	1.40	1.62	-0.02	0.913	0.993	(B) White
SPATA31D1	9q21.32	0.15	0.16	0.47	0.44	-0.01	0.913	0.993	(B) White
PALM2	9q31.3	4.44	4.46	1.32	1.10	-0.02	0.913	0.993	(B) White
UBXN2B	8q12.1	9.59	9.58	0.50	0.54	0.01	0.913	0.993	(A) Black or African American
TM9SF1	14q12	10.92	10.91	0.40	0.44	0.01	0.913	0.993	(A) Black or African American
RHOU	1q42.13	9.66	9.68	1.38	1.31	-0.02	0.913	0.993	(B) White
ADAM33	20p13	2.04	2.01	1.84	1.76	0.03	0.913	0.993	(A) Black or African American
SSC4D	7q11.23	5.37	5.35	1.73	1.31	0.03	0.913	0.993	(A) Black or African American
ZNF841	19q13.41	7.02	7.04	0.80	0.86	-0.01	0.913	0.993	(B) White
GIGYF2	2q37.1	10.73	10.73	0.51	0.44	-0.01	0.913	0.993	(B) White
ALDH3A2	17p11.2	11.69	11.70	0.68	0.67	-0.01	0.913	0.993	(B) White
C3ORF62	3p21.31	7.64	7.65	0.65	0.72	-0.01	0.913	0.993	(B) White
IFITM2	11p15.5	10.84	10.86	1.18	1.33	-0.02	0.914	0.993	(B) White
ZNF845	19q13.42	6.68	6.69	0.62	0.61	-0.01	0.914	0.993	(B) White
RIC8A	11p15.5	10.90	10.90	0.26	0.29	0.00	0.914	0.993	(A) Black or African American
USP27X	Xp11.23	6.76	6.76	0.47	0.49	0.01	0.914	0.993	(A) Black or African American
ESPL1	12q13.13	6.17	6.15	1.20	1.24	0.02	0.914	0.993	(A) Black or African American
YAE1	7p14.1	7.62	7.63	0.63	0.56	-0.01	0.914	0.993	(B) White
PLXND1	3q22.1	10.02	10.04	0.94	1.03	-0.02	0.914	0.993	(B) White
ZC2HC1B	6q24.2	0.09	0.08	0.29	0.25	0.00	0.914	0.993	(A) Black or African American
SLC30A4	15q21.1|15q21.1	5.80	5.82	1.23	1.30	-0.02	0.914	0.993	(B) White
CLECL1	12p13.31	2.97	2.99	1.09	1.34	-0.02	0.914	0.993	(B) White
CSKMT	11q12.3	5.17	5.18	0.63	0.71	-0.01	0.914	0.993	(B) White
CDK9	9q34.11	10.25	10.26	0.47	0.50	-0.01	0.914	0.993	(B) White
NPTX2	7q22.1	3.62	3.65	1.87	2.03	-0.03	0.914	0.993	(B) White
ZNF571	19q13.12	6.20	6.19	0.55	0.50	0.01	0.914	0.993	(A) Black or African American
HTR1D	1p36.12	2.13	2.16	1.50	1.59	-0.02	0.914	0.993	(B) White
FAM76B	11q21	7.62	7.61	0.81	0.78	0.01	0.914	0.993	(A) Black or African American
OXSM	3p24.2	8.23	8.24	0.57	0.57	-0.01	0.914	0.993	(B) White
ILDR1	3q13.33	8.59	8.60	0.96	0.99	-0.02	0.914	0.993	(B) White
RRAS	19q13.33	10.12	10.11	0.84	0.88	0.01	0.915	0.993	(A) Black or African American
LOC100128164	3q26.2	2.20	2.22	1.33	1.27	-0.02	0.915	0.993	(B) White
HIGD1B	17q21.31	3.08	3.06	1.37	1.29	0.02	0.915	0.993	(A) Black or African American
CCNT1	12q13.11-q13.12	5.81	5.83	1.84	1.82	-0.03	0.915	0.993	(B) White
LINC00158	21q21.2	0.62	0.63	0.63	0.89	-0.01	0.915	0.993	(B) White
SHCBP1	16q11.2	5.50	5.48	1.50	1.27	0.02	0.915	0.993	(A) Black or African American
MGAT4A	2q11.2	10.23	10.24	0.58	0.65	-0.01	0.915	0.993	(B) White
APOH	17q24.2	2.56	2.52	2.13	2.09	0.03	0.915	0.993	(A) Black or African American
FAM50B	6p25.2	7.97	7.99	1.33	1.35	-0.02	0.915	0.993	(B) White
CXORF49B	Xq13.1	0.91	0.93	1.33	1.21	-0.02	0.915	0.993	(B) White
A1BG-AS1	19q13.43	5.31	5.29	1.05	1.14	0.02	0.915	0.993	(A) Black or African American
CACYBP	1q25.1	9.99	10.00	0.45	0.49	-0.01	0.915	0.993	(B) White
ZMYM3	Xq13.1	10.00	10.01	0.38	0.38	-0.01	0.915	0.993	(B) White
MRPL21	11q13.3	9.25	9.24	0.62	0.58	0.01	0.915	0.993	(A) Black or African American
NR5A2	1q32.1	3.82	3.80	1.17	1.24	0.02	0.915	0.993	(A) Black or African American
PLA2R1	2q24.2	6.76	6.78	1.74	1.30	-0.03	0.915	0.993	(B) White
LINC00235	16p13.3	1.78	1.77	0.92	0.95	0.01	0.915	0.993	(A) Black or African American
ACMSD	2q21.3	9.78	9.76	1.38	1.77	0.02	0.915	0.993	(A) Black or African American
PATE4	11q24.2	0.15	0.16	0.35	0.37	-0.01	0.915	0.993	(B) White
PIGN	18q21.33	8.50	8.49	0.61	0.54	0.01	0.916	0.993	(A) Black or African American
CTAGE10P	13q14.2	2.25	2.24	0.85	0.85	0.01	0.916	0.993	(A) Black or African American
GNRH1	8p21.2	4.79	4.77	1.43	1.53	0.02	0.916	0.993	(A) Black or African American
CCDC159	19p13.2	7.80	7.78	0.68	0.70	0.01	0.916	0.993	(A) Black or African American
RSPH4A	6q22.1	4.97	4.98	1.14	1.30	-0.02	0.916	0.993	(B) White
LINC00312	3p25.3	4.42	4.44	1.08	1.17	-0.02	0.916	0.993	(B) White
DMBT1P1	10q26.13	0.02	0.02	0.12	0.17	0.00	0.916	0.993	(A) Black or African American
ARIH1	15q24.1	10.01	10.02	0.44	0.43	-0.01	0.916	0.993	(B) White
DOCK8	9p24.3	10.00	9.98	1.05	1.00	0.02	0.916	0.993	(A) Black or African American
ARHGDIG	16p13.3	0.90	0.87	1.69	1.41	0.03	0.916	0.993	(A) Black or African American
RPP14	3p14.3	8.86	8.86	0.44	0.46	0.01	0.916	0.993	(A) Black or African American
EGR1	5q31.2	11.31	11.28	2.06	1.78	0.03	0.916	0.993	(A) Black or African American
DIS3L2	2q37.1	9.23	9.24	0.48	0.40	-0.01	0.916	0.993	(B) White
PCDHAC2	5q31.3	3.91	3.95	2.29	2.03	-0.03	0.916	0.994	(B) White
ABRAXAS1	4q21.23	7.35	7.36	0.66	0.60	-0.01	0.917	0.994	(B) White
ARMCX3	Xq22.1	10.18	10.19	0.61	0.53	-0.01	0.917	0.994	(B) White
SERBP1	1p31.3	12.19	12.20	0.34	0.37	-0.01	0.917	0.994	(B) White
CDH11	16q21	6.01	6.04	2.15	2.32	-0.03	0.917	0.994	(B) White
IL9R	Xq28 and Yq12	1.70	1.68	1.19	1.10	0.02	0.917	0.994	(A) Black or African American
TMEM51	1p36.21	10.56	10.57	0.70	0.70	-0.01	0.917	0.994	(B) White
ADGRG4	Xq26.3	0.79	0.80	1.20	1.34	-0.02	0.917	0.994	(B) White
HDX	Xq21.1	4.91	4.93	1.03	0.83	-0.02	0.917	0.994	(B) White
